name	taxonomy_id	taxonomy_lvl	sample_Neg_num	sample_Neg_frac	sample_No-Tube-1_num	sample_No-Tube-1_frac	sample_No-Tube-2_num	sample_No-Tube-2_frac	sample_Pos_num	sample_Pos_frac
Rhodoferax koreense	1842727	S	35	0.00022	10	0.00000	0	0.00000	11	0.00000
Rhodoferax saidenbachensis	1484693	S	25	0.00016	0	0.00000	0	0.00000	0	0.00000
Rhodoferax sediminis	2509614	S	23	0.00014	0	0.00000	0	0.00000	0	0.00000
Rhodoferax antarcticus	81479	S	15	0.00009	0	0.00000	0	0.00000	0	0.00000
Rhodoferax ferrireducens	192843	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Rhodoferax sp. Gr-4	2527691	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Delftia tsuruhatensis	180282	S	31	0.00019	12	0.00000	0	0.00000	28	0.00000
Ramlibacter tataouinensis	94132	S	88	0.00055	12	0.00000	0	0.00000	17	0.00000
Polaromonas sp. JS666	296591	S	20	0.00012	0	0.00000	0	0.00000	11	0.00000
Polaromonas naphthalenivorans	216465	S	29	0.00018	18	0.00000	0	0.00000	32	0.00000
Diaphorobacter sp. HDW4A	2714924	S	23	0.00014	17	0.00000	0	0.00000	27	0.00000
Diaphorobacter sp. HDW4B	2714925	S	17	0.00011	37	0.00000	0	0.00000	36	0.00000
Diaphorobacter sp. JS3050	2735554	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Diaphorobacter polyhydroxybutyrativorans	1546149	S	21	0.00013	37	0.00000	0	0.00000	48	0.00000
Alicycliphilus denitrificans	179636	S	48	0.00030	77	0.00000	0	0.00000	133	0.00000
Ottowia oryzae	2109914	S	19	0.00012	0	0.00000	0	0.00000	0	0.00000
Ottowia sp. oral taxon 894	1658672	S	16	0.00010	0	0.00000	0	0.00000	0	0.00000
Pulveribacter suum	2116657	S	25	0.00016	41	0.00000	0	0.00000	55	0.00000
Hylemonella gracilis	80880	S	23	0.00014	0	0.00000	0	0.00000	0	0.00000
Simplicispira suum	2109915	S	21	0.00013	13	0.00000	0	0.00000	27	0.00000
Melaminivora sp. SC2-9	2109913	S	19	0.00012	29	0.00000	0	0.00000	46	0.00000
Limnohabitans sp. 63ED37-2	1678128	S	13	0.00008	0	0.00000	0	0.00000	0	0.00000
Verminephrobacter eiseniae	364317	S	12	0.00007	0	0.00000	0	0.00000	0	0.00000
Ralstonia insidiosa	190721	S	406	0.00252	14	0.00000	184	0.00469	35	0.00000
Ralstonia pickettii	329	S	323	0.00201	38	0.00000	82	0.00209	83	0.00000
Ralstonia solanacearum	305	S	70	0.00043	736	0.00002	0	0.00000	1256	0.00001
Ralstonia mannitolilytica	105219	S	26	0.00016	13	0.00000	0	0.00000	14	0.00000
Burkholderia dolosa	152500	S	354	0.00220	3500	0.00009	24	0.00061	6402	0.00007
Burkholderia multivorans	87883	S	15	0.00009	19	0.00000	0	0.00000	38	0.00000
Burkholderia cepacia	292	S	10	0.00006	15	0.00000	0	0.00000	28	0.00000
Burkholderia pseudomallei	28450	S	11	0.00007	50	0.00000	0	0.00000	79	0.00000
Burkholderia gladioli	28095	S	19	0.00012	327	0.00001	0	0.00000	465	0.00000
Burkholderia plantarii	41899	S	13	0.00008	0	0.00000	0	0.00000	15	0.00000
Cupriavidus metallidurans	119219	S	215	0.00134	34	0.00000	0	0.00000	64	0.00000
Cupriavidus oxalaticus	96344	S	95	0.00059	788	0.00002	0	0.00000	1425	0.00002
Cupriavidus taiwanensis	164546	S	67	0.00042	278	0.00001	0	0.00000	495	0.00001
Cupriavidus necator	106590	S	33	0.00020	10	0.00000	0	0.00000	25	0.00000
Cupriavidus pauculus	82633	S	28	0.00017	218	0.00001	0	0.00000	331	0.00000
Cupriavidus gilardii	82541	S	20	0.00012	0	0.00000	0	0.00000	0	0.00000
Cupriavidus campinensis	151783	S	18	0.00011	0	0.00000	0	0.00000	15	0.00000
Cupriavidus basilensis	68895	S	15	0.00009	0	0.00000	0	0.00000	13	0.00000
Limnobacter sp. SAORIC-580	2732163	S	214	0.00133	0	0.00000	0	0.00000	0	0.00000
Polynucleobacter necessarius	576610	S	81	0.00050	988	0.00002	0	0.00000	1977	0.00002
Lautropia mirabilis	47671	S	37	0.00023	38	0.00000	13	0.00033	51	0.00000
Massilia oculi	945844	S	138	0.00086	0	0.00000	12	0.00031	18	0.00000
Massilia sp. WG5	1707785	S	76	0.00047	0	0.00000	0	0.00000	13	0.00000
Massilia sp. NR 4-1	1678028	S	37	0.00023	0	0.00000	0	0.00000	12	0.00000
Massilia putida	1141883	S	60	0.00037	0	0.00000	0	0.00000	20	0.00000
Massilia violaceinigra	2045208	S	50	0.00031	0	0.00000	0	0.00000	0	0.00000
Massilia lutea	321985	S	30	0.00019	0	0.00000	0	0.00000	10	0.00000
Massilia albidiflava	321983	S	29	0.00018	0	0.00000	0	0.00000	0	0.00000
Massilia umbonata	864828	S	29	0.00018	0	0.00000	0	0.00000	12	0.00000
Massilia flava	871742	S	29	0.00018	0	0.00000	0	0.00000	0	0.00000
Massilia armeniaca	2072590	S	27	0.00017	0	0.00000	0	0.00000	10	0.00000
Massilia plicata	321984	S	26	0.00016	0	0.00000	0	0.00000	0	0.00000
Herbaspirillum seropedicae	964	S	28	0.00017	0	0.00000	0	0.00000	11	0.00000
Herbaspirillum robiniae	2014887	S	25	0.00016	0	0.00000	0	0.00000	14	0.00000
Herbaspirillum huttiense	863372	S	24	0.00015	0	0.00000	0	0.00000	0	0.00000
Herbaspirillum rubrisubalbicans	80842	S	21	0.00013	0	0.00000	0	0.00000	0	0.00000
Herbaspirillum hiltneri	341045	S	15	0.00009	0	0.00000	0	0.00000	0	0.00000
Janthinobacterium sp. 17J80-10	2497863	S	30	0.00019	0	0.00000	0	0.00000	0	0.00000
Janthinobacterium sp. LM6	1938606	S	11	0.00007	0	0.00000	0	0.00000	12	0.00000
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Janthinobacterium agaricidamnosum	55508	S	36	0.00022	10	0.00000	0	0.00000	21	0.00000
Janthinobacterium svalbardensis	368607	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Noviherbaspirillum sp. UKPF54	2601898	S	93	0.00058	0	0.00000	0	0.00000	0	0.00000
Duganella sp. GN2-R2	2728020	S	61	0.00038	0	0.00000	0	0.00000	13	0.00000
Duganella sp. AF9R3	2728021	S	26	0.00016	0	0.00000	0	0.00000	18	0.00000
Collimonas fungivorans	158899	S	30	0.00019	0	0.00000	0	0.00000	0	0.00000
Collimonas arenae	279058	S	22	0.00014	0	0.00000	0	0.00000	0	0.00000
Collimonas pratensis	279113	S	21	0.00013	0	0.00000	0	0.00000	0	0.00000
Herminiimonas arsenicoxydans	204773	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Achromobacter xylosoxidans	85698	S	37	0.00023	62	0.00000	0	0.00000	92	0.00000
Achromobacter sp. B7	2282475	S	22	0.00014	20	0.00000	0	0.00000	92	0.00000
Achromobacter spanius	217203	S	13	0.00008	0	0.00000	0	0.00000	10	0.00000
Achromobacter denitrificans	32002	S	12	0.00007	28	0.00000	0	0.00000	25	0.00000
Bordetella genomosp. 13	463040	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Bordetella bronchialis	463025	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Pigmentiphaga sp. H8	2488560	S	19	0.00012	0	0.00000	0	0.00000	0	0.00000
Alcaligenes faecalis	511	S	14	0.00009	64	0.00000	0	0.00000	218	0.00000
Orrella dioscoreae	1851544	S	10	0.00006	22	0.00000	0	0.00000	34	0.00000
[Polyangium] brachysporum	413882	S	64	0.00040	0	0.00000	0	0.00000	10	0.00000
Burkholderiales bacterium JOSHI_001	864051	S	47	0.00029	0	0.00000	0	0.00000	10	0.00000
Neisseria subflava	28449	S	43	0.00027	33	0.00000	0	0.00000	55	0.00000
Neisseria mucosa	488	S	40	0.00025	155	0.00000	0	0.00000	61	0.00000
Neisseria elongata	495	S	39	0.00024	45	0.00000	0	0.00000	46	0.00000
Neisseria sp. oral taxon 014	641148	S	12	0.00007	30	0.00000	0	0.00000	11	0.00000
Vitreoscilla filiformis	63	S	16	0.00010	0	0.00000	0	0.00000	20	0.00000
Jeongeupia sp. USM3	1906741	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Thauera sp. MZ1T	85643	S	13	0.00008	10	0.00000	0	0.00000	0	0.00000
Thauera sp. K11	2005884	S	11	0.00007	0	0.00000	0	0.00000	12	0.00000
Thauera aromatica	59405	S	10	0.00006	10	0.00000	0	0.00000	10	0.00000
Azoarcus sp. DD4	2027405	S	11	0.00007	11	0.00000	0	0.00000	19	0.00000
Azoarcus communis	41977	S	13	0.00008	0	0.00000	0	0.00000	0	0.00000
Azospira sp. I09	1765049	S	12	0.00007	0	0.00000	0	0.00000	0	0.00000
Dechloromonas aromatica	259537	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Methyloversatilis sp. RAC08	1842540	S	14	0.00009	0	0.00000	0	0.00000	11	0.00000
Thiobacillus denitrificans	36861	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium sp. SK17	2057741	S	345	0.00214	12	0.00000	38	0.00097	19	0.00000
Bradyrhizobium sp. 6(2017)	1197460	S	272	0.00169	0	0.00000	32	0.00081	17	0.00000
Bradyrhizobium sp. BTAi1	288000	S	79	0.00049	0	0.00000	0	0.00000	14	0.00000
Bradyrhizobium sp. 1(2017)	1404888	S	25	0.00016	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium sp. ORS 3257	167468	S	21	0.00013	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium sp. ORS 278	114615	S	18	0.00011	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium sp. ORS 285	115808	S	17	0.00011	0	0.00000	0	0.00000	15	0.00000
Bradyrhizobium sp. CCGE-LA001	1223566	S	14	0.00009	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium sp. CCBAU 051011	858422	S	13	0.00008	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium sp. 58S1	1404864	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium sp.	376	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium betae	244734	S	50	0.00031	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium erythrophlei	1437360	S	45	0.00028	0	0.00000	0	0.00000	16	0.00000
Bradyrhizobium guangzhouense	1325095	S	34	0.00021	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium icense	1274631	S	33	0.00020	0	0.00000	0	0.00000	14	0.00000
Bradyrhizobium japonicum	375	S	24	0.00015	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium guangdongense	1325090	S	20	0.00012	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium zhanjiangense	1325107	S	19	0.00012	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium paxllaeri	190148	S	18	0.00011	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium guangxiense	1325115	S	17	0.00011	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium symbiodeficiens	1404367	S	14	0.00009	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium amphicarpaeae	1404768	S	14	0.00009	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium diazoefficiens	1355477	S	13	0.00008	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium oligotrophicum	44255	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium lablabi	722472	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium canariense	255045	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Bosea sp. RAC05	1842539	S	29	0.00018	0	0.00000	0	0.00000	0	0.00000
Bosea sp. Tri-49	1867715	S	23	0.00014	0	0.00000	0	0.00000	16	0.00000
Bosea sp. F3-2	2599640	S	17	0.00011	0	0.00000	0	0.00000	12	0.00000
Bosea sp. AS-1	2015316	S	13	0.00008	0	0.00000	0	0.00000	0	0.00000
Bosea vaviloviae	1526658	S	11	0.00007	0	0.00000	0	0.00000	10	0.00000
Rhodopseudomonas palustris	1076	S	86	0.00053	21	0.00000	0	0.00000	34	0.00000
Bradyrhizobiaceae bacterium SG-6C	709797	S	31	0.00019	0	0.00000	0	0.00000	0	0.00000
Afipia sp. GAS231	1882747	S	13	0.00008	0	0.00000	0	0.00000	0	0.00000
Methylobacterium sp. 4-46	426117	S	36	0.00022	0	0.00000	0	0.00000	13	0.00000
Methylobacterium sp. WL1	2603276	S	30	0.00019	0	0.00000	0	0.00000	20	0.00000
Methylobacterium sp. 17Sr1-43	2202828	S	26	0.00016	0	0.00000	0	0.00000	18	0.00000
Methylobacterium sp. C1	1479019	S	14	0.00009	0	0.00000	0	0.00000	0	0.00000
Methylobacterium sp. 17Sr1-1	2202826	S	10	0.00006	0	0.00000	0	0.00000	13	0.00000
Methylobacterium nodulans	114616	S	29	0.00018	0	0.00000	0	0.00000	15	0.00000
Methylobacterium radiotolerans	31998	S	27	0.00017	0	0.00000	0	0.00000	0	0.00000
Methylobacterium brachiatum	269660	S	27	0.00017	0	0.00000	0	0.00000	50	0.00000
Methylobacterium currus	2051553	S	26	0.00016	0	0.00000	0	0.00000	0	0.00000
Methylobacterium durans	2202825	S	24	0.00015	0	0.00000	0	0.00000	14	0.00000
Methylobacterium phyllosphaerae	418223	S	22	0.00014	0	0.00000	0	0.00000	0	0.00000
Methylobacterium aquaticum	270351	S	21	0.00013	0	0.00000	0	0.00000	20	0.00000
Methylobacterium mesophilicum	39956	S	19	0.00012	12	0.00000	0	0.00000	32	0.00000
Methylobacterium terrae	2202827	S	17	0.00011	0	0.00000	0	0.00000	0	0.00000
Methylorubrum populi	223967	S	112	0.00070	26	0.00000	28	0.00071	23	0.00000
Methylorubrum extorquens	408	S	55	0.00034	0	0.00000	17	0.00043	27	0.00000
Microvirga ossetica	1882682	S	90	0.00056	0	0.00000	0	0.00000	18	0.00000
Microvirga sp. 17 mud 1-3	2082949	S	26	0.00016	0	0.00000	0	0.00000	0	0.00000
Microvirga sp. HR1	2651334	S	25	0.00016	0	0.00000	0	0.00000	0	0.00000
Rhizobium sp. WL3	2603277	S	26	0.00016	0	0.00000	0	0.00000	0	0.00000
Rhizobium leguminosarum	384	S	33	0.00020	19	0.00000	0	0.00000	25	0.00000
Rhizobium pseudoryzae	379684	S	13	0.00008	0	0.00000	0	0.00000	0	0.00000
Rhizobium rhizoryzae	451876	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Agrobacterium tumefaciens	358	S	106	0.00066	39	0.00000	0	0.00000	150	0.00000
Agrobacterium sp. MA01	2664893	S	15	0.00009	0	0.00000	0	0.00000	0	0.00000
Agrobacterium sp. RAC06	1842536	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Neorhizobium galegae	399	S	14	0.00009	0	0.00000	0	0.00000	10	0.00000
Sinorhizobium fredii	380	S	25	0.00016	14	0.00000	0	0.00000	20	0.00000
Ensifer adhaerens	106592	S	16	0.00010	0	0.00000	0	0.00000	12	0.00000
Shinella sp. HZN7	879274	S	16	0.00010	0	0.00000	0	0.00000	11	0.00000
Mesorhizobium sp. NIBRBAC000500504	2725666	S	15	0.00009	0	0.00000	0	0.00000	0	0.00000
Mesorhizobium sp. 8	2584466	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Aminobacter sp. MSH1	374606	S	10	0.00006	0	0.00000	0	0.00000	22	0.00000
Nitratireductor sp. OM-1	1756988	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Beijerinckiaceae bacterium RH AL1	2572036	S	186	0.00116	0	0.00000	15	0.00038	13	0.00000
Methylovirgula ligni	569860	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Devosia sp. A16	1736675	S	22	0.00014	0	0.00000	0	0.00000	0	0.00000
Devosia sp. I507	2083786	S	21	0.00013	0	0.00000	0	0.00000	0	0.00000
Devosia sp. 1566	2499144	S	17	0.00011	0	0.00000	0	0.00000	0	0.00000
Devosia ginsengisoli	400770	S	19	0.00012	0	0.00000	0	0.00000	0	0.00000
Blastochloris tepida	2233851	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Blastochloris viridis	1079	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Youhaiella tibetensis	1447062	S	12	0.00007	10	0.00000	0	0.00000	0	0.00000
Starkeya sp. ORNL1	2709380	S	19	0.00012	0	0.00000	0	0.00000	0	0.00000
Starkeya novella	921	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Xanthobacter autotrophicus	280	S	24	0.00015	0	0.00000	0	0.00000	21	0.00000
Ancylobacter pratisalsi	1745854	S	15	0.00009	0	0.00000	0	0.00000	0	0.00000
Azorhizobium caulinodans	7	S	21	0.00013	0	0.00000	0	0.00000	0	0.00000
Labrys neptuniae	376174	S	17	0.00011	16	0.00000	0	0.00000	30	0.00000
Hartmannibacter diazotrophicus	1482074	S	29	0.00018	0	0.00000	0	0.00000	0	0.00000
Pseudorhodoplanes sinuspersici	1235591	S	22	0.00014	0	0.00000	0	0.00000	0	0.00000
Nordella sp. HKS 07	2712222	S	15	0.00009	0	0.00000	0	0.00000	11	0.00000
Martelella mediterranea	293089	S	10	0.00006	0	0.00000	0	0.00000	18	0.00000
Martelella sp. AD-3	686597	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Aureimonas sp. AU20	1349819	S	24	0.00015	0	0.00000	0	0.00000	0	0.00000
Chelatococcus sp. CO-6	1702325	S	15	0.00009	0	0.00000	0	0.00000	0	0.00000
Breoghania sp. L-A4	2304600	S	13	0.00008	0	0.00000	0	0.00000	0	0.00000
Brevundimonas sp. M20	2591463	S	102	0.00063	0	0.00000	0	0.00000	10	0.00000
Brevundimonas sp. LM2	1938605	S	93	0.00058	0	0.00000	0	0.00000	22	0.00000
Brevundimonas sp. MF30-B	2561924	S	76	0.00047	0	0.00000	0	0.00000	17	0.00000
Brevundimonas sp. DS20	1532555	S	50	0.00031	0	0.00000	0	0.00000	0	0.00000
Brevundimonas sp. SGAir0440	2579977	S	44	0.00027	0	0.00000	0	0.00000	27	0.00000
Brevundimonas sp. Bb-A	2560058	S	33	0.00020	0	0.00000	0	0.00000	0	0.00000
Brevundimonas sp. 'scallop'	2562582	S	23	0.00014	0	0.00000	0	0.00000	17	0.00000
Brevundimonas sp. GW460-12-10-14-LB2	1827469	S	18	0.00011	0	0.00000	0	0.00000	13	0.00000
Brevundimonas mediterranea	74329	S	158	0.00098	0	0.00000	0	0.00000	31	0.00000
Brevundimonas naejangsanensis	588932	S	98	0.00061	0	0.00000	0	0.00000	35	0.00000
Brevundimonas subvibrioides	74313	S	85	0.00053	0	0.00000	0	0.00000	11	0.00000
Brevundimonas diminuta	293	S	28	0.00017	0	0.00000	0	0.00000	18	0.00000
Brevundimonas vesicularis	41276	S	17	0.00011	0	0.00000	0	0.00000	20	0.00000
Brevundimonas vancanneytii	1325724	S	12	0.00007	0	0.00000	0	0.00000	12	0.00000
Caulobacter sp. K31	366602	S	53	0.00033	11	0.00000	0	0.00000	15	0.00000
Caulobacter sp. FWC26	69665	S	47	0.00029	0	0.00000	0	0.00000	0	0.00000
Caulobacter sp. Ji-3-8	2708539	S	29	0.00018	0	0.00000	0	0.00000	0	0.00000
Caulobacter mirabilis	69666	S	110	0.00068	0	0.00000	0	0.00000	0	0.00000
Caulobacter flavus	1679497	S	78	0.00048	0	0.00000	0	0.00000	0	0.00000
Caulobacter segnis	88688	S	65	0.00040	0	0.00000	0	0.00000	0	0.00000
Caulobacter rhizosphaerae	2010972	S	48	0.00030	0	0.00000	0	0.00000	0	0.00000
Caulobacter henricii	69395	S	42	0.00026	0	0.00000	0	0.00000	0	0.00000
Caulobacter vibrioides	155892	S	39	0.00024	0	0.00000	0	0.00000	0	0.00000
Phenylobacterium zucineum	284016	S	367	0.00228	10	0.00000	24	0.00061	13	0.00000
Phenylobacterium sp. HYN0004	2201350	S	74	0.00046	0	0.00000	0	0.00000	0	0.00000
Asticcacaulis excentricus	78587	S	16	0.00010	17	0.00000	0	0.00000	22	0.00000
Sphingomonas sp. AAP5	1523415	S	45	0.00028	11	0.00000	10	0.00025	20	0.00000
Sphingomonas sp. C33	2698679	S	36	0.00022	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. FARSPH	2219696	S	33	0.00020	10	0.00000	0	0.00000	18	0.00000
Sphingomonas sp. IC081	304378	S	31	0.00019	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. HDW15B	2714943	S	22	0.00014	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. LK11	1390395	S	21	0.00013	0	0.00000	0	0.00000	21	0.00000
Sphingomonas sp. LM7	1938607	S	21	0.00013	0	0.00000	0	0.00000	12	0.00000
Sphingomonas sp. NIC1	1961362	S	21	0.00013	0	0.00000	0	0.00000	11	0.00000
Sphingomonas sp. PAMC26645	2565555	S	21	0.00013	0	0.00000	0	0.00000	18	0.00000
Sphingomonas sp. LMO-1	2681549	S	21	0.00013	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. Cra20	1327635	S	20	0.00012	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. XS-10	2599297	S	19	0.00012	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. MM-1	745310	S	17	0.00011	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. KC8	1030157	S	15	0.00009	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. HKS19	1813879	S	15	0.00009	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. HDW15C	2714944	S	14	0.00009	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. C8-2	2492837	S	12	0.00007	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. MK52	2711156	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Sphingomonas koreensis	93064	S	31	0.00019	0	0.00000	0	0.00000	0	0.00000
Sphingomonas ginsengisoli An et al. 2013	363835	S	31	0.00019	0	0.00000	0	0.00000	0	0.00000
Sphingomonas melonis	152682	S	27	0.00017	0	0.00000	0	0.00000	15	0.00000
Sphingomonas taxi	1549858	S	24	0.00015	0	0.00000	0	0.00000	44	0.00000
Sphingomonas insulae	424800	S	23	0.00014	0	0.00000	0	0.00000	17	0.00000
Sphingomonas sanxanigenens	397260	S	22	0.00014	0	0.00000	0	0.00000	0	0.00000
Sphingomonas hengshuiensis	1609977	S	22	0.00014	0	0.00000	0	0.00000	12	0.00000
Sphingomonas wittichii	160791	S	19	0.00012	0	0.00000	0	0.00000	0	0.00000
Sphingomonas indica	941907	S	19	0.00012	0	0.00000	0	0.00000	10	0.00000
Sphingomonas panacis	1560345	S	16	0.00010	0	0.00000	0	0.00000	16	0.00000
Sphingomonas paucimobilis	13689	S	13	0.00008	0	0.00000	0	0.00000	13	0.00000
Sphingobium sp. YG1	2082188	S	72	0.00045	0	0.00000	0	0.00000	0	0.00000
Sphingobium sp. SYK-6	627192	S	14	0.00009	0	0.00000	0	0.00000	0	0.00000
Sphingobium sp. MI1205	407020	S	12	0.00007	0	0.00000	0	0.00000	0	0.00000
Sphingobium sp. RAC03	1843368	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Sphingobium yanoikuyae	13690	S	36	0.00022	0	0.00000	0	0.00000	26	0.00000
Sphingobium cloacae	120107	S	11	0.00007	0	0.00000	0	0.00000	13	0.00000
Sphingopyxis sp. FD7	1914525	S	17	0.00011	0	0.00000	0	0.00000	0	0.00000
Sphingopyxis sp. PAMC25046	2565556	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Sphingopyxis sp. 113P3	292913	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Sphingopyxis macrogoltabida	33050	S	22	0.00014	0	0.00000	0	0.00000	16	0.00000
Sphingopyxis fribergensis	1515612	S	20	0.00012	0	0.00000	0	0.00000	0	0.00000
Sphingopyxis lindanitolerans	2054227	S	16	0.00010	0	0.00000	0	0.00000	0	0.00000
Sphingopyxis granuli	267128	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Novosphingobium sp. ABRDHK2	2571749	S	26	0.00016	0	0.00000	0	0.00000	19	0.00000
Novosphingobium sp. P6W	1609758	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Novosphingobium resinovorum	158500	S	17	0.00011	0	0.00000	0	0.00000	0	0.00000
Novosphingobium aromaticivorans	48935	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Sphingosinicella sp. BN140058	1892855	S	16	0.00010	0	0.00000	0	0.00000	0	0.00000
Sphingosinicella microcystinivorans	335406	S	11	0.00007	0	0.00000	0	0.00000	10	0.00000
Zymomonas mobilis	542	S	14	0.00009	150	0.00000	0	0.00000	264	0.00000
Rhizorhabdus dicambivorans	1850238	S	14	0.00009	0	0.00000	0	0.00000	0	0.00000
Sphingosinithalassobacter sp. zrk23	2711215	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Altererythrobacter sp. B11	2060312	S	15	0.00009	0	0.00000	0	0.00000	0	0.00000
Altererythrobacter dongtanensis	692370	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Erythrobacter litoralis	39960	S	14	0.00009	0	0.00000	0	0.00000	0	0.00000
Porphyrobacter sp. YT40	2547601	S	15	0.00009	0	0.00000	0	0.00000	0	0.00000
Porphyrobacter sp. CACIAM 03H1	2003315	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Porphyrobacter neustonensis	1112	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Paracoccus sp. AK26	2589076	S	187	0.00116	13	0.00000	19	0.00048	32	0.00000
Paracoccus sp. Arc7-R13	2500532	S	176	0.00109	20	0.00000	0	0.00000	29	0.00000
Paracoccus sp. 2251	2560053	S	30	0.00019	0	0.00000	0	0.00000	16	0.00000
Paracoccus yeei	147645	S	48	0.00030	0	0.00000	0	0.00000	140	0.00000
Paracoccus sanguinis	1545044	S	42	0.00026	0	0.00000	0	0.00000	42	0.00000
Paracoccus denitrificans	266	S	24	0.00015	0	0.00000	0	0.00000	10	0.00000
Paracoccus pantotrophus	82367	S	18	0.00011	0	0.00000	0	0.00000	0	0.00000
Paracoccus contaminans	1945662	S	18	0.00011	0	0.00000	0	0.00000	0	0.00000
Paracoccus zhejiangensis	1077935	S	16	0.00010	0	0.00000	0	0.00000	0	0.00000
Paracoccus jeotgali	2065379	S	15	0.00009	0	0.00000	0	0.00000	0	0.00000
Pannonibacter phragmitetus	121719	S	323	0.00201	14	0.00000	0	0.00000	21	0.00000
Rhodobacter sphaeroides	1063	S	28	0.00017	12	0.00000	0	0.00000	17	0.00000
Rhodobacter sp. LPB0142	1850250	S	14	0.00009	0	0.00000	0	0.00000	0	0.00000
Rhodobacter sp. CZR27	2033869	S	10	0.00006	0	0.00000	0	0.00000	0	0.00000
Rhodobacter blasticus	1075	S	12	0.00007	0	0.00000	0	0.00000	0	0.00000
Haematobacter massiliensis	195105	S	52	0.00032	0	0.00000	0	0.00000	15	0.00000
Sulfitobacter sp. AM1-D1	1917485	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Rhodobacteraceae bacterium QY30	2033435	S	11	0.00007	0	0.00000	0	0.00000	0	0.00000
Celeribacter indicus	1208324	S	12	0.00007	0	0.00000	0	0.00000	13	0.00000
Stappia indica	538381	S	24	0.00015	0	0.00000	0	0.00000	0	0.00000
Paraoceanicella profunda	2579971	S	15	0.00009	0	0.00000	0	0.00000	0	0.00000
Defluviimonas alba	1335048	S	13	0.00008	0	0.00000	0	0.00000	0	0.00000
